Committee Name|Committee Address|Committee Type|Committee City|Committee State|Committee Zip|Committee ID|Date Recevied|Date Last Revised|Last Revised By|Postmark Date|Microfilm Number|Election Date|Type of Filing|Nature of Filing|Report Start Date|Report End Date|Nature of Committee|Field 1|Field 2A|Field 2B|Field 2C|Field 2D|Field 3|Field 4|Field 5|Field 6|Field 7|Field 8|Field 9|Field 10|Field 11A|Field 11B|Field 11C|Field 11D|Field 12|Field 13|Field 14|Field 15|Field 16|Field 17|Field 18|Field 19|Field 20|Field 21|Field 22|Field 23|Field 24|Field 25|Field 26|Description|Report ID
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|620 N 48TH, STE 205|S|LINCOLN|NE|68504|99PAC00007|2001-03-05|2003-03-20|JIMS    |2001-03-03|6070135|2001-04-03|P|30|2001-01-01|2001-02-27||0|30|0|5.53|35.53|0|0|35.53|0|0|35.53|35.53|0|600|0|0|600|0|600|0|0|600|600|3417.17|0|35.53|3452.7|600|2852.7|0|2852.7|0|
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|620 N 48TH, STE 205|S|LINCOLN|NE|68504|99PAC00007|2001-03-27|2003-03-20|JIMS    |2001-03-26|6130092|2001-04-03|P|10|2001-02-28|2001-03-19||35.53|0|0|0|0|0|0|0|0|0|0|35.53|600|1000|0|0|1000|0|1000|0|0|1000|1600|2852.7|0|0|2852.7|1000|1852.7|0|0|1852.7|
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|620 N 48TH, STE 205|S|LINCOLN|NE|68504|99PAC00007|2001-04-24|2003-03-20|JIMS    |2001-04-23|6160239|2001-05-01|G|10|2001-03-20|2001-04-16||35.53|50|0|6.34|56.34|0|0|56.34|0|0|56.34|91.87|1600|0|0|0|0|0|0|0|0|0|1600|1852.7|0|56.34|1909.04|0|1909.04|0|0|1909.04|
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|620 N 48TH, STE 205|S|LINCOLN|NE|68504|99PAC00007|2001-06-12|2001-06-18|PATTIEV |2001-06-11|6190224|2001-05-01|G|70|2001-04-17|2001-06-05||91.87|9050|0|2.21|9052.21|0|0|9052.21|0|0|9052.21|9144.08|1600|10500|0|0|10500|0|10500|0|0|10500|12100|1909.04|0|9052.21|10961.25|10500|461.25|0|0|461.25|
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|620 N 48TH, STE 205|S|LINCOLN|NE|68504|99PAC00007|2002-01-03|2002-01-07|TERII   |2002-01-02|6230034|2000-01-01|A||2001-06-06|2001-12-31||0|1870.65|0|2.24|1872.89|0|0|1872.89|0|0|1872.89|1872.89|0|1610|0|0|1610|0|1610|0|0|1610|1610|461.25|0|1872.89|2334.14|1610|724.14|0|0|724.14|
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|620 N 48TH, STE 205|S|LINCOLN|NE|68504|99PAC00007|2002-04-16|2003-01-29|JIMS    |2002-04-15|6380182|2002-05-14|P|30|2002-01-01|2002-04-09||0|80|0|.15|80.15|0|0|80.15|0|0|80.15|80.15|0|750|0|0|750|0|750|0|0|750|750|724.14|0|80.15|804.29|750|54.29|0|0|54.29|
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|620 N 48TH, STE 205|S|LINCOLN|NE|68504|99PAC00007|2002-05-07|2002-05-13|TERII   |2002-05-06|6400094|2002-05-14|P|10|2002-04-10|2002-04-29||80.15|250|0|0|250|0|0|250|0|0|250|330.15|750|250|0|0|250|0|250|0|0|250|1000|54.29|0|250|304.29|250|54.29|0|0|54.29|
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|620 N 48TH, STE 205|S|LINCOLN|NE|68504|99PAC00007|2002-06-25|2002-06-28|TERII   |2002-06-24|6420105|2002-05-14|P|40|2002-04-30|2002-06-18||330.15|316.64|0|.01|316.65|0|0|316.65|0|0|316.65|646.8|1000|0|0|0|0|0|0|0|0|0|1000|54.29|0|316.65|370.94|0|370.94|0|0|370.94|
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|620 N 48TH, STE 205|S|LINCOLN|NE|68504|99PAC00007|2002-10-08|2002-10-15|TERII   |2002-10-07|6440241|2002-11-05|G|30|2002-06-19|2002-10-01||646.8|1195|0|.18|1195.18|0|0|1195.18|0|0|1195.18|1841.98|1000|1500|0|0|1500|0|1500|0|0|1500|2500|370.94|0|1195.18|1566.12|1500|66.12|0|0|66.12|
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|620 N 48TH, STE 205|S|LINCOLN|NE|68504|99PAC00007|2002-10-29|2002-11-08|JIMS    |2002-10-28|6460143|2002-11-05|G|10|2002-10-02|2002-10-21||1841.98|0|0|0|0|0|0|0|0|0|0|1841.98|2500|0|0|0|0|0|0|0|0|0|2500|66.12|0|0|66.12|0|66.12|0|0|66.12|
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|620 N 48TH, STE 205|S|LINCOLN|NE|68504|99PAC00007|2003-01-15|2003-01-29|JIMS    |2003-01-14|6490184|2002-11-05|G|70|2002-10-22|2002-12-31||1841.98|3300|0|.02|3300.02|0|0|3300.02|0|0|3300.02|5142|2500|2750|0|0|2750|0|2750|0|0|2750|5250|66.12|0|3300.02|3366.14|2750|616.14|0|0|616.14|
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|620 N 48TH, STE 205|S|LINCOLN|NE|68504|99PAC00007|2003-03-11|2003-03-27|JIMS    |2003-03-10|6540140|2003-04-08|P|30|2003-01-01|2003-03-04||0|4770|0|.13|4770.13|0|0|4770.13|0|0|4770.13|4770.13|0|5000|0|0|5000|0|5000|0|0|5000|5000|616.14|0|4770.13|5386.27|5000|386.27|0|0|386.27|
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|620 N 48TH, STE 205|S|LINCOLN|NE|68504|99PAC00007|2003-04-01|2003-04-14|JIMS    |2003-03-31|6600112|2003-04-08|P|10|2003-03-05|2003-03-24||4770.13|5500|0|0|5500|0|0|5500|0|0|5500|10270.13|5000|5500|0|0|5500|0|5500|0|0|5500|10500|386.27|0|5500|5886.27|5500|386.27|0|0|386.27|
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|620 N 48TH, STE 205|S|LINCOLN|NE|68504|99PAC00007|2003-04-29|2003-06-26|JIMS    |2003-04-28|6610101|2003-05-06|G|10|2003-03-25|2003-04-21||10270.13|12500|0|.05|12500.05|0|0|12500.05|0|0|12500.05|22770.18|10500|12500|0|0|12500|0|12500|0|0|12500|23000|386.27|0|12500.05|12886.32|12500|386.32|0|0|386.32|
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|620 N 48TH, STE 205|S|LINCOLN|NE|68504|99PAC00007|2003-06-17|2003-06-26|JIMS    |2003-06-16|6620244|2003-05-08|G|70|2003-04-22|2003-06-10||22770.18|214.26|0|.21|214.47|0|0|214.47|0|0|214.47|22984.65|23000|0|0|0|0|0|0|0|0|0|23000|386.32|0|214.47|600.79|0|600.79|0|0|600.79|
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|620 N 48TH, STE 205|S|LINCOLN|NE|68504|99PAC00007|2004-01-09|2004-01-14|CHERYLD |2004-01-08|6650050|2002-11-05|A||2003-06-11|2003-12-31||0|185|0|.34|185.34|0|0|185.34|0|0|185.34|185.34|0|0|0|0|0|0|0|0|0|0|0|600.79|0|185.34|786.13|0|786.13|0|0|786.13|
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|620 N 48TH, STE 205|S|LINCOLN|NE|68504|99PAC00007|2004-04-13|2004-04-21|CHERYLD |2004-04-12|6780114|2004-05-11|P|30|2004-01-01|2004-04-06||0|8244.94|0|.2|8245.14|0|0|8245.14|0|0|8245.14|8245.14|0|0|0|0|0|0|0|0|0|0|0|786.13|0|8245.14|9031.27|0|9031.27|0|0|9031.27|
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|620 N 48TH, STE 205|S|LINCOLN|NE|68504|99PAC00007|2004-05-06|2005-07-19|nadc05|2004-05-06|6790211|2004-05-11|P|10|2004-04-07|2004-04-26|S|8245.14|0|0|.55|.55|0|0|.55|0|0|.55|8245.69|0|500|0|0|500|0|500|0|0|500|500|9031.27|0|.55|9031.82|500|8531.82|0|0|8531.82|
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|620 N 48TH, STE 205|S|LINCOLN|NE|68504|99PAC00007|2004-06-22|2004-06-28|CHERYLD |2004-06-21|6820095|2004-05-11|P|40|2004-04-27|2004-06-15||8245.69|0|0|.69|.69|0|0|.69|0|0|.69|8246.38|500|0|0|0|0|0|0|0|0|0|500|8531.82|0|.69|8532.51|0|8532.51|0|0|8532.51|
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|620 N 48TH, STE 205|S|LINCOLN|NE|68504|99PAC00007|2004-10-13|2004-10-18|CORIEJ  |2004-10-11|6860002|2004-11-02|G|30|2004-06-16|2004-09-28||8246.38|550|0|1.32|551.32|0|0|551.32|0|0|551.32|8797.7|500|0|0|0|0|0|0|0|0|0|500|8532.51|0|551.32|9083.83|0|9083.83|0|0|9083.83|
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|620 N 48TH, STE 205|S|LINCOLN|NE|68504|99PAC00007|2004-10-26|2004-11-01|CORIEJ  |2004-10-25|6860247|2004-11-02|G|10|2004-09-29|2004-10-18||8797.7|578|0|1.27|579.27|0|0|579.27|0|0|579.27|9376.97|500|0|0|0|0|0|0|0|0|0|500|9083.83|0|579.27|9663.1|0|9663.1|0|0|9663.1|
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|620 N 48TH, STE 205|S|LINCOLN|NE|68504|99PAC00007|2005-01-18|2015-08-18|nadc01|2005-01-11|6910030|2004-11-02|G|70|2004-10-19|2004-12-31||9376.97|3894|0|4.08|3898.08|0|0|3898.08|0|0|3898.08|13275.05|500|1625|0|0|1625|0|1625|0|0|1625|2125|9663.09|0|3898.08|13561.17|1625|11936.17|0|0|11936.17|
NE PROFESSIONAL FIREFIGHTERS PAC|4246 SHANNA STREET|S|GRAND ISLAND|NE|68803|99PAC00008|1999-03-09|2000-01-25|SERENAD |1999-03-08|5630158|1999-04-06|P|30|1999-01-01|1999-03-02| |0|1000|0|0|1000|0|0|1000|0|0|1000|1000|0|4600|0|0|4600|0|4600|0|0|4600|4600|3906.23|0|1000|4906.23|4600|306.23|0|0|306.23|
NE PROFESSIONAL FIREFIGHTERS PAC|4246 SHANNA STREET|S|GRAND ISLAND|NE|68803|99PAC00008|1999-03-30|1999-03-31|SERENAD |1999-03-29|       |1999-04-06|P|10|1999-03-03|1999-03-22| |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
NE PROFESSIONAL FIREFIGHTERS PAC|4246 SHANNA STREET|S|GRAND ISLAND|NE|68803|99PAC00008|1999-04-27|1999-05-19|SHELLYS |1999-04-26|5710041|1999-05-04|G|10|1999-03-23|1999-04-19||1000|1886|0|0|1886|0|0|1886|0|0|1886|2886|4600|0|0|0|0|0|0|0|0|0|4600|306.23|0|1886|2192.23|0|2192.23|0|0|2192.23|
NE PROFESSIONAL FIREFIGHTERS PAC|4246 SHANNA STREET|S|GRAND ISLAND|NE|68803|99PAC00008|1999-06-15|2000-01-25|SERENAD |1999-06-14||1999-05-04|G|70|1999-04-20|1999-06-08||1000|4500|0|0|4500|0|0|4500|0|0|4500|5500|4600|1000|0|0|1000|0|1000|0|0|1000|5600|2192.23|0|4500|6692.23|1000|5692.23|0|0|5692.23|
